2016;Matthieu Jimenez,Mike Papadakis,Yves Le Traon;Vulnerability Prediction Models: A Case Study on the Linux Kernel.;http://dx.doi.org/10.1109/SCAM.2016.15;1-10;10;Software Security and Code Obfuscation;
2016;Alessio Viticchié,Leonardo Regano,Marco Torchiano,Cataldo Basile,Mariano Ceccato,Paolo Tonella,Roberto Tiella;Assessment of Source Code Obfuscation Techniques.;http://dx.doi.org/10.1109/SCAM.2016.17;11-20;10;Software Security and Code Obfuscation;
2016;Marco di Biase,Magiel Bruntink,Alberto Bacchelli;A Security Perspective on Code Review: The Case of Chromium.;http://dx.doi.org/10.1109/SCAM.2016.30;21-30;10;Software Security and Code Obfuscation;
2016;Xueliang Li 0002,John P. Gallagher;A Source-Level Energy Optimization Framework for Mobile Applications.;http://dx.doi.org/10.1109/SCAM.2016.12;31-40;10;Supporting Software Developers;
2016;Mauricio Finavaro Aniche,Christoph Treude,Andy Zaidman,Arie van Deursen,Marco Aurélio Gerosa;SATT: Tailoring Code Metric Thresholds for Different Software Architectures.;http://dx.doi.org/10.1109/SCAM.2016.19;41-50;10;Supporting Software Developers;
2016;Andrea Renika D'Souza,Di Yang,Cristina V. Lopes;Collective Intelligence for Smarter API Recommendations in Python.;http://dx.doi.org/10.1109/SCAM.2016.22;51-60;10;Supporting Software Developers;
2016;Jiang Ming,Dinghao Wu;BinCFP: Efficient Multi-threaded Binary Code Control Flow Profiling.;http://dx.doi.org/10.1109/SCAM.2016.21;61-66;6;Engineering Track Papers;
2016;Allan Blanchard,Nikolai Kosmatov,Matthieu Lemerre,Frédéric Loulergue;Conc2Seq: A Frama-C Plugin for Verification of Parallel Compositions of C Programs.;http://dx.doi.org/10.1109/SCAM.2016.18;67-72;6;Engineering Track Papers;
2016;Tushar Sharma,Girish Suryanarayana;Augur: Incorporating Hidden Dependencies and Variable Granularity in Change Impact Analysis.;http://dx.doi.org/10.1109/SCAM.2016.32;73-78;6;Engineering Track Papers;
2016;Benjamin Holland,Ganesh Ram Santhanam,Payas Awadhutkar,Suresh Kothari;Statically-Informed Dynamic Analysis Tools to Detect Algorithmic Complexity Vulnerabilities.;http://dx.doi.org/10.1109/SCAM.2016.23;79-84;6;Engineering Track Papers;
2016;Quentin Stievenart,Maarten Vandercammen,Wolfgang De Meuter,Coen De Roover;Scala-AM: A Modular Static Analysis Framework.;http://dx.doi.org/10.1109/SCAM.2016.14;85-90;6;Engineering Track Papers;
2016;Jochen Quante;A Program Interpreter Framework for Arbitrary Abstractions.;http://dx.doi.org/10.1109/SCAM.2016.29;91-96;6;Engineering Track Papers;
2016;Vincenzo Musco,Martin Monperrus,Philippe Preux;Mutation-Based Graph Inference for Fault Localization.;http://dx.doi.org/10.1109/SCAM.2016.24;97-106;10;Code Similarity and Fault Localization;
2016;Adriano Carvalho de Paula,Eduardo Guerra,Cristina V. Lopes,Hitesh Sajnani,Otávio Augusto Lazzarini Lemos;An Exploratory Study of Interface Redundancy in Code Repositories.;http://dx.doi.org/10.1109/SCAM.2016.31;107-116;10;Code Similarity and Fault Localization;
2016;Chaiyong Ragkhitwetsagul,Jens Krinke,David Clark;Similarity of Source Code in the Presence of Pervasive Modifications.;http://dx.doi.org/10.1109/SCAM.2016.13;117-126;10;Code Similarity and Fault Localization;
2016;Min Gao,Lei He,Rupak Majumdar,Zilong Wang;LLSPLAT: Improving Concolic Testing by Bounded Model Checking.;http://dx.doi.org/10.1109/SCAM.2016.26;127-136;10;Software Testing;
2016;Gergo Balogh,Tamás Gergely,Árpád Beszédes,Tibor Gyimóthy;Are My Unit Tests in the Right Package?;http://dx.doi.org/10.1109/SCAM.2016.10;137-146;10;Software Testing;
2016;Marinos Kintis,Mike Papadakis,Andreas Papadopoulos,Evangelos Valvis,Nicos Malevris;Analysing and Comparing the Effectiveness of Mutation Testing Tools: A Manual Study.;http://dx.doi.org/10.1109/SCAM.2016.28;147-156;10;Software Testing;
2016;Tukaram Muske,Alexander Serebrenik;Survey of Approaches for Handling Static Analysis Alarms.;http://dx.doi.org/10.1109/SCAM.2016.25;157-166;10;Code Transformation and Static Analysis;
