2016;Markus Püschel;Program generation for performance.;1;1;Keynotes;
2016;Wolfram Schulte;Changing microsoft's build: revolution or evolution.;2;1;Keynotes;
2016;David S. Rosenblum;The power of probabilistic thinking.;3;1;Keynotes;
2016;Michele Tufano,Fabio Palomba,Gabriele Bavota,Massimiliano Di Penta,Rocco Oliveto,Andrea De Lucia,Denys Poshyvanyk;An empirical investigation into the nature of test smells.;4-15;12;Test Evaluation;
2016;Mohammad Amin Alipour,August Shi,Rahul Gopinath,Darko Marinov,Alex Groce;Evaluating non-adequate test-case reduction.;16-26;11;Test Evaluation;
2016;Peter Ohmann,David Bingham Brown,Naveen Neelakandan,Jeff Linderoth,Ben Liblit;Optimizing customized program coverage.;27-38;12;Test Evaluation;
2016;Willem Visser;What makes killing a mutant hard.;39-44;6;Test Evaluation;
2016;Panagiotis Stratis,Ajitha Rajan;Test case permutation to improve execution time.;45-50;6;Test Evaluation;
2016;Bowen Xu,Deheng Ye,Zhenchang Xing,Xin Xia,Guibin Chen,Shanping Li;Predicting semantically linkable knowledge in developer online forums via convolutional neural network.;51-62;12;Learning;
2016;Raja Ben Abdessalem,Shiva Nejati,Lionel C. Briand,Thomas Stifter;Testing advanced driver assistance systems using multi-objective search and neural networks.;63-74;12;Learning;
2016;Fumin Qi,Xiao-Yuan Jing,Xiaoke Zhu,Fei Wu,Li Cheng;Privacy preserving via interval covering based subclass division and manifold learning based bi-directional obfuscation for effort estimation.;75-86;12;Learning;
2016;Martin White,Michele Tufano,Christopher Vendome,Denys Poshyvanyk;Deep learning code fragments for code clone detection.;87-98;12;Learning;
2016;Christoph Hannebauer,Michael Patalas,Sebastian Stünkel,Volker Gruhn;Automatically recommending code reviewers based on their expertise: an empirical comparison.;99-110;12;Recommendation and Automation;
2016;Sebastian Proksch,Sven Amann,Sarah Nadi,Mira Mezini;Evaluating the evaluations of code recommender systems: a reality check.;111-121;11;Recommendation and Automation;
2016;Rahul Krishna,Tim Menzies,Wei Fu;Too much automation? the bellwether effect and its implications for transfer learning.;122-131;10;Recommendation and Automation;
2016;Marcelino Rodriguez-Cancio,Benoît Combemale,Benoit Baudry;Automatic microbenchmark generation to prevent dead code elimination and constant folding.;132-143;12;Recommendation and Automation;
2016;Rachel Tzoref-Brill,Paul Wojciak,Shahar Maoz;Visualization of combinatorial models and test plans.;144-154;11;Model-Based Testing and Oracles;
2016;Ivan Bocic,Tevfik Bultan;Finding access control bugs in web applications with CanCheck.;155-166;12;Model-Based Testing and Oracles;
2016;Mariano Ceccato,Cu D. Nguyen,Dennis Appelt,Lionel C. Briand;SOFIA: an automated security oracle for black-box testing of SQL-injection vulnerabilities.;167-177;11;Model-Based Testing and Oracles;
2016;Junjie Chen,Yanwei Bai,Dan Hao,Lingming Zhang,Lu Zhang 0023,Bing Xie,Hong Mei;Supporting oracle construction via static analysis.;178-189;12;Model-Based Testing and Oracles;
2016;Junjie Wang,Song Wang,Qiang Cui,Qing Wang;Local-based active classification of test report to assist crowdsourced testing.;190-201;12;Crowdsourcing;
2016;Yang Feng,James A. Jones,Zhenyu Chen,Chunrong Fang;Multi-objective test report prioritization using image understanding.;202-213;12;Crowdsourcing;
2016;Xin Peng,Jingxiao Gu,Tian Huat Tan,Jun Sun 0001,Yijun Yu,Bashar Nuseibeh,Wenyun Zhao;CrowdService: serving the individuals through mobile crowdsourcing and service composition.;214-219;6;Crowdsourcing;
2016;Mohammad Masudur Rahman 0001,Chanchal K. Roy;QUICKAR: automatic query reformulation for concept location using crowdsourced knowledge.;220-225;6;Crowdsourcing;
2016;Lili Wei,Yepang Liu,Shing-Chi Cheung;Taming Android fragmentation: characterizing and detecting compatibility issues for Android apps.;226-237;12;Android;
2016;Young Min Baek,Doo-Hwan Bae;Automated model-based Android GUI testing using multi-level GUI comparison criteria.;238-249;12;Android;
2016;Sungho Lee,Julian Dolby,Sukyoung Ryu;HybriDroid: static analysis framework for Android hybrid applications.;250-261;12;Android;
2016;Ming Wen,Rongxin Wu,Shing-Chi Cheung;Locus: locating bugs from software changes.;262-273;12;Faults;
2016;Gulsher Laghari,Alessandro Murgia,Serge Demeyer;Fine-tuning spectrum based fault localisation with frequent method item sets.;274-285;12;Faults;
2016;Rafi Almhana,Wiem Mkaouer,Marouane Kessentini,Ali Ouni 0001;Recommending relevant classes for bug reports using multi-objective search.;286-295;10;Faults;
2016;Yibiao Yang,Mark Harman,Jens Krinke,Syed S. Islam,David Binkley,Yuming Zhou,Baowen Xu;An empirical study on dependence clusters for effort-aware fault-proneness prediction.;296-307;12;Faults;
2016;Jiang Ming,Dinghao Wu,Jun Wang,Gaoyao Xiao,Peng Liu;StraightTaint: decoupled offline symbolic taint analysis.;308-319;12;Program Analysis;
2016;Tamás Szabó,Sebastian Erdweg,Markus Voelter;IncA: a DSL for the definition of incremental program analyses.;320-331;12;Program Analysis;
2016;Maria Christakis,Christian Bird;What developers want and need from program analysis: an empirical study.;332-343;12;Program Analysis;
2016;Haipeng Cai,Douglas Thain;DistIA: a cost-effective dynamic impact analysis for distributed programs.;344-355;12;Program Analysis;
2016;Yan Cai,Zijiang Yang;Radius aware probabilistic testing of deadlocks with guarantees.;356-367;12;Locks and Races;
