2016;Jan Bosch;Delivering Customer Value in the Age of Autonomous, Continuously Evolving Systems.;http://dx.doi.org/10.1109/RE.2016.16;1;1;Keynotes;
2016;Robyn R. Lutz;Requirements for Molecular Programmed Nanosystems (Keynote).;http://dx.doi.org/10.1109/RE.2016.23;2;1;Keynotes;
2016;Yu Zheng;Urban Computing: Tackling Urban Challenges Using Big Data.;http://dx.doi.org/10.1109/RE.2016.14;3;1;Keynotes;
2016;Christof Ebert,Carlos Henrique C. Duarte;Requirements Engineering for the Digital Transformation: Industry Panel.;http://dx.doi.org/10.1109/RE.2016.21;4-5;2;Panel Paper;
2016;Zahra Shakeri Hossein Abad,Mohammad Noaeen,Guenther Ruhe;Requirements Engineering Visualization: A Systematic Literature Review.;http://dx.doi.org/10.1109/RE.2016.61;6-15;10;Research Track;
2016;Kristian Beckers,Sebastian Pape 0001;A Serious Game for Eliciting Social Engineering Security Requirements.;http://dx.doi.org/10.1109/RE.2016.39;16-25;10;Research Track;
2016;Jaspreet Bhatia,Travis D. Breaux,Joel R. Reidenberg,Thomas B. Norton;A Theory of Vagueness and Privacy Risk Perception.;http://dx.doi.org/10.1109/RE.2016.20;26-35;10;Research Track;
2016;Corentin Burnay,Jennifer Horkoff,Neil A. M. Maiden;Stimulating Stakeholders' Imagination: New Creativity Triggers for Eliciting Novel Requirements.;http://dx.doi.org/10.1109/RE.2016.36;36-45;10;Research Track;
2016;Jonas Eckhardt,Andreas Vogelsang,Henning Femmer,Philipp Mager;Challenging Incompleteness of Performance Requirements by Sentence Patterns.;http://dx.doi.org/10.1109/RE.2016.24;46-55;10;Research Track;
2016;Alessio Ferrari,Paola Spoletini,Stefania Gnesi;Ambiguity Cues in Requirements Elicitation Interviews.;http://dx.doi.org/10.1109/RE.2016.25;56-65;10;Research Track;
2016;Felipe Furtado,Andrea Zisman;Trace++: A Traceability Approach to Support Transitioning to Agile Software Engineering.;http://dx.doi.org/10.1109/RE.2016.47;66-75;10;Research Track;
2016;Parisa Ghazi,Martin Glinz;An Exploratory Study on User Interaction Challenges When Handling Interconnected Requirements Artifacts of Various Sizes.;http://dx.doi.org/10.1109/RE.2016.52;76-85;10;Research Track;
2016;Alicia M. Grubb,Marsha Chechik;Looking into the Crystal Ball: Requirements Evolution over Time.;http://dx.doi.org/10.1109/RE.2016.45;86-95;10;Research Track;
2016;Emitza Guzman,Rana Alkadhi,Norbert Seyff;A Needle in a Haystack: What Do Twitter Users Say about Software?;http://dx.doi.org/10.1109/RE.2016.67;96-105;10;Research Track;
2016;Jennifer Horkoff,Fatma Basak Aydemir,Evellin Cardoso,Tong Li,Alejandro Maté,Elda Paja,Mattia Salnitri,John Mylopoulos,Paolo Giorgini;Goal-Oriented Requirements Engineering: A Systematic Literature Map.;http://dx.doi.org/10.1109/RE.2016.41;106-115;10;Research Track;
2016;Sofija Hotomski,Eya Ben Charrada,Martin Glinz;An Exploratory Study on Handling Requirements and Acceptance Test Documentation in Industry.;http://dx.doi.org/10.1109/RE.2016.37;116-125;10;Research Track;
2016;Waqar Hussain,Didar Zowghi,Tony Clear,Stephen G. MacDonell,Kelly Blincoe;Managing Requirements Change the Informal Way: When Saying 'No' is Not an Option.;http://dx.doi.org/10.1109/RE.2016.64;126-135;10;Research Track;
2016;Özgür Kafali,Munindar P. Singh,Laurie A. Williams;NANE: Identifying Misuse Cases Using Temporal Norm Enactments.;http://dx.doi.org/10.1109/RE.2016.34;136-145;10;Research Track;
2016;Oliver Karras,Stephan Kiesling,Kurt Schneider;Supporting Requirements Elicitation by Tool-Supported Video Analysis.;http://dx.doi.org/10.1109/RE.2016.10;146-155;10;Research Track;
2016;Xiaoli Lian,Mona Rahimi,Jane Cleland-Huang,Li Zhang,Remo Ferrai,Michael Smith;Mining Requirements Knowledge from Collections of Domain Documents.;http://dx.doi.org/10.1109/RE.2016.50;156-165;10;Research Track;
2016;Thorsten Merten,Matus Falis,Paul Hübner,Thomas Quirchmayr,Simone Bürsner,Barbara Paech;Software Feature Request Detection in Issue Tracking Systems.;http://dx.doi.org/10.1109/RE.2016.8;166-175;10;Research Track;
2016;Pradeep K. Murukannaiah,Nirav Ajmeri,Munindar P. Singh;Acquiring Creative Requirements from the Crowd: Understanding the Influences of Personality and Creative Potential in Crowd RE.;http://dx.doi.org/10.1109/RE.2016.68;176-185;10;Research Track;
2016;Nan Niu,Amy Koshoffer,Linda Newman,Charu Khatwani,Chatura Samarasinghe,Juha Savolainen;Advancing Repeated Research in Requirements Engineering: A Theoretical Replication of Viewpoint Merging.;http://dx.doi.org/10.1109/RE.2016.46;186-195;10;Research Track;
2016;Marcel Robeer,Garm Lucassen,Jan Martijn E. M. van der Werf,Fabiano Dalpiaz,Sjaak Brinkkemper;Automated Extraction of Conceptual Models from User Stories via NLP.;http://dx.doi.org/10.1109/RE.2016.40;196-205;10;Research Track;
2016;Mafalda Santos,Catarina Gralha,Miguel Goulão,João Araújo 0001,Ana Moreira,Joao Cambeiro;What is the Impact of Bad Layout in the Understandability of Social Goal Models?;http://dx.doi.org/10.1109/RE.2016.51;206-215;10;Research Track;
2016;Rebekka Wohlrab,Jan-Philipp Steghöfer,Eric Knauss,Salome Maro,Anthony Anjorin;Collaborative Traceability Management: Challenges and Opportunities.;http://dx.doi.org/10.1109/RE.2016.17;216-225;10;Research Track;
2016;Jason Baker,Patrick Ferraioli,Luis R. Pereira,Abram Hudson,Gregg Barton,Sagar Bhatt,Matt Fritz,Ryan Odegard;Requirements Engineering for Retrofittable Subsea Equipment.;http://dx.doi.org/10.1109/RE.2016.44;226-235;10;Industry Track;
2016;Ana Marcia Debiasi Duarte,Denio Duarte,Marcello Thiry;TraceBoK: Toward a Software Requirements Traceability Body of Knowledge.;http://dx.doi.org/10.1109/RE.2016.32;236-245;10;Industry Track;
2016;Angelo Furfaro,Teresa Gallo,Alfredo Garro,Domenico Saccè,Andrea Tundis;ResDevOps: A Software Engineering Framework for Achieving Long-Lasting Complex Systems.;http://dx.doi.org/10.1109/RE.2016.15;246-255;10;Industry Track;
2016;Mohamad Gharib,Mattia Salnitri,Elda Paja,Paolo Giorgini,Haralambos Mouratidis,Michalis Pavlidis,Jose F. Ruiz,Sandra Fernandez,Andrea Della Siria;Privacy Requirements: Findings and Lessons Learned in Developing a Privacy Platform.;http://dx.doi.org/10.1109/RE.2016.13;256-265;10;Industry Track;
2016;Lin Liu 0001,Letong Feng,Zhanqiang Cao,Jingdong Li;Requirements Engineering for Health Data Analytics: Challenges and Possible Directions.;http://dx.doi.org/10.1109/RE.2016.48;266-275;10;Industry Track;
