2015;Manchun Zheng,Michael S. Rogers,Ziqing Luo,Matthew B. Dwyer,Stephen F. Siegel;CIVL: Formal Verification of Parallel Programs.;830-835;6;Session:Tool Demonstration II;
2015;Yu Lin,Danny Dig;Refactorings for Android Asynchronous Programming.;836-841;6;Session:Tool Demonstration II;
2015;Lei Ma,Cyrille Artho,Cheng Zhang,Hiroyuki Sato,Johannes Gmeiner,Rudolf Ramler;GRT: An Automated Test Generator Using Orchestrated Program Analysis.;842-847;6;Session:Tool Demonstration II;
2015;Kartik Bajaj,Karthik Pattabiraman,Ali Mesbah 0001;LED: Tool for Synthesizing Web Element Locators.;848-851;4;Session:Tool Demonstration III;
2015;Christopher Pietsch,Timo Kehrer,Udo Kelter,Dennis Reuling,Manuel Ohrndorf;SiPL - A Delta-Based Modeling Framework for Software Product Line Engineering.;852-857;6;Session:Tool Demonstration III;
2015;Cyrille Artho,Martina Seidl,Quentin Gros,Eun-Hye Choi,Takashi Kitamura,Akira Mori,Rudolf Ramler,Yoriyuki Yamagata;Model-Based Testing of Stateful APIs with Modbat.;858-863;6;Session:Tool Demonstration III;
2015;Lingfeng Bao,Deheng Ye,Zhenchang Xing,Xin Xia,Xinyu Wang;ActivitySpace: A Remembrance Framework to Support Interapplication Information Needs.;864-869;6;Session:Tool Demonstration III;
2015;Caroline Lemieux,Ivan Beschastnikh;Investigating Program Behavior Using the Texada LTL Specifications Miner.;870-875;6;Session:Tool Demonstration III;
2015;Ines Coimbra Morgado,Ana C. R. Paiva;The iMPAcT Tool: Testing UI Patterns on Mobile Applications.;876-881;6;Session:Tool Demonstration III;
2015;Johannes Braeuer;Measuring Object-Oriented Design Principles.;882-885;4;Doctoral Symposium;
2015;Maria Salama;Stability of Self-Adaptive Software Architectures.;886-889;4;Doctoral Symposium;
2015;Ana-Maria Sutii;MetaMod: A Modeling Formalism with Modularity at Its Core.;890-893;4;Doctoral Symposium;
2015;Gillian J. Greene;A Generic Framework for Concept-Based Exploration of Semi-Structured Software Engineering Data.;894-897;4;Doctoral Symposium;
2015;Semih Okur;Understanding, Refactoring, and Fixing Concurrency in C#.;898-901;4;Doctoral Symposium;
2015;Eric Shing-Suan Wang,Zhe Dang;A Message-Passing Architecture without Public Ids Using Send-to-Behavior.;902-905;4;Doctoral Symposium;
2014;Alexander Tarvo,Steven P. Reiss;Automated analysis of multithreaded programs for performance modeling.;7-18;12;Program understanding;
2014;Tony Ohmann,Michael Herzberg,Sebastian Fiss,Armand Halbert,Marc Palyart,Ivan Beschastnikh,Yuriy Brun;Behavioral resource-aware model inference.;19-30;12;Program understanding;
2014;Peter Dinges,Gul A. Agha;Targeted test input generation using symbolic-concrete backward execution.;31-36;6;Program understanding;
2014;Vijay Krishna Palepu,James A. Jones;Discriminating influences among instructions in a dynamic slice.;37-42;6;Program understanding;
2014;Kartik Bajaj,Karthik Pattabiraman,Ali Mesbah 0001;Dompletion: DOM-aware JavaScript code completion.;43-54;12;Program understanding;
2014;José Carlos Medeiros de Campos,Andrea Arcuri,Gordon Fraser,Rui Filipe Lima Maranhão de Abreu;Continuous test generation: enhancing continuous integration with automated test generation.;55-66;12;Testing I;
2014;Amin Milani Fard,Mehdi MirzaAghaei,Ali Mesbah 0001;Leveraging existing tests in automated test generation for web applications.;67-78;12;Testing I;
2014;Andrea Arcuri,Gordon Fraser,Juan Pablo Galeotti;Automated unit test generation for classes with environment dependencies.;79-90;12;Testing I;
