2016;Huiquan Zhu,Jing Sun,Jin Song Dong,Shang-Wei Lin;From verified model to executable program: the PAT approach.;http://dx.doi.org/10.1007/s11334-015-0269-z;1-26;26;Volume 12, Number 1, March 2016;
2016;Alessandro Gerlinger Romero,Klaus Schneider 0001,Mauricio Goncalves Vieira Ferreira;Semantics in space systems architectures.;http://dx.doi.org/10.1007/s11334-015-0267-1;27-40;14;Volume 12, Number 1, March 2016;
2016;Djedjiga Mouheb,Dima Alhadidi,Mariam Nouh,Mourad Debbabi,Lingyu Wang 0001,Makan Pourzandi;Aspect-oriented modeling framework for security hardening.;http://dx.doi.org/10.1007/s11334-015-0263-5;41-67;27;Volume 12, Number 1, March 2016;
2016;Ralph L. Wojtowicz;Sketch theory as a framework for knowledge management.;http://dx.doi.org/10.1007/s11334-015-0265-3;69-79;11;Volume 12, Number 1, March 2016;
2016;Martin S. Feather,Joel M. Wilf,Joseph Priest;Metrics for V&V of cyber defenses.;http://dx.doi.org/10.1007/s11334-015-0261-7;81-94;14;Volume 12, Number 2, June 2016;
2016;Emil Vassev,Mike Hinchey;Capturing autonomy features for unmanned spacecraft with ARE, the autonomy requirements engineering approach.;http://dx.doi.org/10.1007/s11334-015-0257-3;95-107;13;Volume 12, Number 2, June 2016;
2016;Brahim Hamid,Sigrid Gurgens,Andreas Fuchs;Security patterns modeling and formalization for pattern-based development of secure software systems.;http://dx.doi.org/10.1007/s11334-015-0259-1;109-140;32;Volume 12, Number 2, June 2016;
2016;Doron Drusinsky;Run-time monitoring using bounded constraint instance discovery within big data streams.;http://dx.doi.org/10.1007/s11334-015-0270-6;141-151;11;Volume 12, Number 2, June 2016;
2016;Chhabi Rani Panigrahi,Rajib Mall;Regression test size reduction using improved precision slices.;http://dx.doi.org/10.1007/s11334-015-0262-6;153-159;7;Volume 12, Number 2, June 2016;
2016;Atulya Nagar,Manmath N. Sahoo,Sambit Bakshi,Basabdatta Sen Bhattacharya;Introduction to special issue on 'Recent Computing Paradigms, Network Protocols, and Applications'.;http://dx.doi.org/10.1007/s11334-016-0280-z;161-162;2;Volume 12, Number 3, September 2016;
2016;Supriya Chakraborty,Agostino Cortesi,Nabedu Chaki;A uniform representation of multi-variant data in intensive-query databases.;http://dx.doi.org/10.1007/s11334-016-0275-9;163-176;14;Volume 12, Number 3, September 2016;
2016;Angan Mitra,Sohom Ghosh,Partha Basuchowdhuri,Manoj Kumar Shekhawat,Sanjoy Kumar Saha;Recommendation system based on product purchase analysis.;http://dx.doi.org/10.1007/s11334-016-0274-x;177-192;16;Volume 12, Number 3, September 2016;
2016;Shrutilipi Bhattacharjee,Soumya K. Ghosh;Measuring semantic similarity between land-cover classes for spatial analysis: an ontology hierarchy exploration approach.;http://dx.doi.org/10.1007/s11334-016-0276-8;193-200;8;Volume 12, Number 3, September 2016;
2016;Rahul Raman,Pankaj Kumar Sa,Banshidhar Majhi;Direction prediction for avoiding occlusion in visual surveillance.;http://dx.doi.org/10.1007/s11334-016-0278-6;201-214;14;Volume 12, Number 3, September 2016;
2016;Neil Buckley,Atulya Nagar,Subramanian Arumugam 0001;On the use of secret sharing as a secure multi-use pad.;http://dx.doi.org/10.1007/s11334-016-0273-y;215-225;11;Volume 12, Number 3, September 2016;
2016;Dibakar Saha,Nabanita Das;Self-organized area coverage in wireless sensor networks by limited node mobility.;http://dx.doi.org/10.1007/s11334-016-0277-7;227-238;12;Volume 12, Number 3, September 2016;
2016;Sayan Sen Sarma,S. K. Setua;Uniform load sharing on a hierarchical content delivery network interconnection model.;http://dx.doi.org/10.1007/s11334-016-0279-5;239-248;10;Volume 12, Number 3, September 2016;
2016;D. Richard Kuhn,Raghu N. Kacker,Yu Lei;Measuring and specifying combinatorial coverage of test input configurations.;http://dx.doi.org/10.1007/s11334-015-0266-2;249-261;13;Volume 12, Number 4, December 2016;
