2016;Diomidis Spinellis;Developer, Debug Thyself.;3-5;3;Volume 33, Number 1, January - February 2016;
2016;Grady Booch;Remembrance of Things Past.;10-12;3;Volume 33, Number 1, January - February 2016;
2016;Olaf Zimmermann,Cesare Pautasso,Gregor Hohpe,Bobby Woolf;A Decade of Enterprise Integration Patterns: A Conversation with the Authors.;13-19;7;Volume 33, Number 1, January - February 2016;
2016;John Klein;What Makes an Architect Successful?;20-22;3;Volume 33, Number 1, January - February 2016;
2016;Gerard J. Holzmann;Tiny Tools.;24-28;5;Volume 33, Number 1, January - February 2016;
2016;Les Hatton,Michiel van Genuchten;When Software Crosses a Line.;29-31;3;Volume 33, Number 1, January - February 2016;
2016;Forrest Shull,Anita D. Carleton,S. Jeromy Carrière,Rafael Prikladnicki,Dongmei Zhang;The Future of Software Engineering.;32-35;4;Volume 33, Number 1, January - February 2016;
2016;Andrew Moore,Tim O'Reilly,Paul D. Nielsen,Kevin Fall;Four Thought Leaders on Where the Industry Is Headed.;36-39;4;Volume 33, Number 1, January - February 2016;
2016;Zhengrong Tang,Melissa Yang,Joshua Xiang,John Liu;The Future of Chinese Software Development.;40-44;5;Volume 33, Number 1, January - February 2016;
2016;Claudia de O. Melo,Ronaldo Ferraz,Rebecca J. Parsons;Brazil and the Emerging Future of Software Engineering.;45-47;3;Volume 33, Number 1, January - February 2016;
2016;Walid Maalej,Maleknaz Nayebi,Timo Johann,Guenther Ruhe;Toward Data-Driven Requirements Engineering.;48-54;7;Volume 33, Number 1, January - February 2016;
2016;Christoph Becker,Stefanie Betz,Ruzanna Chitchyan,Leticia Duboc,Steve M. Easterbrook,Birgit Penzenstadler,Norbert Seyff,Colin C. Venters;Requirements: The Key to Sustainability.;56-65;10;Volume 33, Number 1, January - February 2016;
2016;Paris Avgeriou,Philippe Kruchten,Robert L. Nord,Ipek Ozkaya,Carolyn B. Seaman;Reducing Friction in Software Development.;66-73;8;Volume 33, Number 1, January - February 2016;
2016;Thomas D. LaToza,André van der Hoek;Crowdsourcing in Software Engineering: Models, Motivations, and Challenges.;74-80;7;Volume 33, Number 1, January - February 2016;
2016;Jan Bosch;Speed, Data, and Ecosystems: The Future of Software Engineering.;82-88;7;Volume 33, Number 1, January - February 2016;
