2016;Antonio Martini,Lars Pareto,Jan Bosch;A multiple case study on the inter-group interaction speed in large, embedded software companies employing agile.;http://dx.doi.org/10.1002/smr.1757;4-26;23;Volume 28, Number 1, January 2016;
2016;Gregor Polancic,Gregor Jost;The impact of the representatives of three types of process modeling tools on modeler's perceptions and performance.;http://dx.doi.org/10.1002/smr.1764;27-56;30;Volume 28, Number 1, January 2016;
2016;Amid Khatibi Bardsiri,Seyyed Mohsen Hashemi;A differential evolution-based model to estimate the software services development effort.;http://dx.doi.org/10.1002/smr.1765;57-77;21;Volume 28, Number 1, January 2016;
2016;Doaa M. Shawky,Salwa K. Abd-El-Hafiz;Characterizing software development method using metrics.;http://dx.doi.org/10.1002/smr.1766;82-96;15;Volume 28, Number 2, February 2016;
2016;Jooyoung Seo,Jihyun Park,Byoungju Choi;A runtime fault survival method for deployed software during production runs.;http://dx.doi.org/10.1002/smr.1767;97-119;23;Volume 28, Number 2, February 2016;
2016;Paul W. McBurney,Cheng Liu,Collin McMillan;Automated feature discovery via sentence selection and source code summarization.;http://dx.doi.org/10.1002/smr.1768;120-145;26;Volume 28, Number 2, February 2016;
2016;Yu Zhou,Yanxiang Tong,Ruihang Gu,Harald C. Gall;Combining text mining and data mining for bug report classification.;http://dx.doi.org/10.1002/smr.1770;150-176;27;Volume 28, Number 3, March 2016;
2016;Maurizio Leotta,Andrea Stocco,Filippo Ricca,Paolo Tonella;Robula+: an algorithm for generating robust XPath locators for web testing.;http://dx.doi.org/10.1002/smr.1771;177-204;28;Volume 28, Number 3, March 2016;
2016;Juan Manuel Carrillo-de-Gea,Joaquín Nicolás,José Luis Fernández Alemán,Ambrosio Toval,Sofia Ouhbi,Ali Idri;Co-located and distributed natural-language requirements specification: traditional versus reuse-based techniques.;http://dx.doi.org/10.1002/smr.1772;205-227;23;Volume 28, Number 3, March 2016;
2016;LiGuo Huang,He Zhang,Ita Richardson;Guest editors' introduction.;http://dx.doi.org/10.1002/smr.1763;232-235;4;Volume 28, Number 4, April 2016;
2016;Kevin T. Ryan;Software processes for a changing world.;http://dx.doi.org/10.1002/smr.1756;236-240;5;Volume 28, Number 4, April 2016;
2016;Marco Kuhrmann,Daniel Méndez Fernández,Thomas Ternité;On the use of variability operations in the V-Modell XT software process line.;http://dx.doi.org/10.1002/smr.1751;241-253;13;Volume 28, Number 4, April 2016;
2016;Mushtaq Raza,João Pascoal Faria;A model for analyzing performance problems and root causes in the personal software process.;http://dx.doi.org/10.1002/smr.1759;254-271;18;Volume 28, Number 4, April 2016;
2016;Vahid Garousi,Dietmar Pfahl;When to automate software testing? A decision-support approach based on process simulation.;http://dx.doi.org/10.1002/smr.1758;272-285;14;Volume 28, Number 4, April 2016;
2016;Xiao Liu,Dingxian Wang,Dong Yuan,Futian Wang,Yun Yang;Workflow temporal verification for monitoring parallel business processes.;http://dx.doi.org/10.1002/smr.1761;286-302;17;Volume 28, Number 4, April 2016;
2016;Mario Luca Bernardi,Marta Cimitile,Giuseppe A. Di Lucca;Mining static and dynamic crosscutting concerns: a role-based approach.;http://dx.doi.org/10.1002/smr.1769;306-339;34;Volume 28, Number 5, May 2016;
2016;Yixin Bian,Mohammed Aziz Parande,Günes Koru,Song Zhao;Testing the theory of relative dependency from an evolutionary perspective: higher dependencies concentration in smaller modules over the lifetime of software products.;http://dx.doi.org/10.1002/smr.1774;340-371;32;Volume 28, Number 5, May 2016;
2016;Ismael Edrein Espinosa-Curiel,Josefina Rodríguez-Jacobo,José Alberto Fernández-Zepeda;Understanding SPI in small organizations: a study of Mexican software enterprises.;http://dx.doi.org/10.1002/smr.1775;372-390;19;Volume 28, Number 5, May 2016;
2016;Maryam Razavian,Antony Tang,Rafael Capilla,Patricia Lago;In two minds: how reflections influence software design thinking.;http://dx.doi.org/10.1002/smr.1776;394-426;33;Volume 28, Number 6, June 2016;
2016;Markus Borg;TuneR: a framework for tuning software engineering tools with hands-on instructions in R.;http://dx.doi.org/10.1002/smr.1784;427-459;33;Volume 28, Number 6, June 2016;
2016;Herman Hartmann,Jan Bosch;Towards a multi-criteria decision support method for consumer electronics software ecosystems.;http://dx.doi.org/10.1002/smr.1785;460-482;23;Volume 28, Number 6, June 2016;
2016;Domenico Amalfitano,Vincenzo De Simone,Anna Rita Fasolino,Porfirio Tramontana;EXACT: A tool for comprehending VBA-based Excel spreadsheet applications.;http://dx.doi.org/10.1002/smr.1787;483-505;23;Volume 28, Number 6, June 2016;
2016;Leon Moonen,Lori L. Pollock;Introduction to the special issue on software maintenance and evolution.;http://dx.doi.org/10.1002/smr.1798;510-511;2;Volume 28, Number 7, July 2016;
2016;Muhammad Asaduzzaman,Chanchal K. Roy,Kevin A. Schneider,Daqing Hou;A Simple, Efficient, Context-sensitive Approach for Code Completion.;http://dx.doi.org/10.1002/smr.1791;512-541;30;Volume 28, Number 7, July 2016;
2016;Paige Rodeghero,Da Huo,Tao Ding,Collin McMillan,Malcom Gethers;An empirical study on how expert knowledge affects bug reports.;http://dx.doi.org/10.1002/smr.1773;542-564;23;Volume 28, Number 7, July 2016;
2016;Cagri Sahin,Mian Wan,Philip Tornquist,Ryan Mckenna,Zachary Pearson,William G. J. Halfond,James Clause;How does code obfuscation impact energy usage?;http://dx.doi.org/10.1002/smr.1762;565-588;24;Volume 28, Number 7, July 2016;
2016;Davy Landman,Alexander Serebrenik,Eric Bouwers,Jurgen J. Vinju;Empirical analysis of the relationship between CC and SLOC in a large corpus of Java methods and C functions.;http://dx.doi.org/10.1002/smr.1760;589-618;30;Volume 28, Number 7, July 2016;
2016;Ronald Jabangwe,Claes Wohlin,Kai Petersen,Darja Smite,Jürgen Börstler;A method for investigating the quality of evolving object-oriented software using defects in global software development projects.;http://dx.doi.org/10.1002/smr.1788;622-641;20;Volume 28, Number 8, August 2016;
2016;Ameer Armaly,Collin McMillan;Pragmatic source code reuse via execution record and replay.;http://dx.doi.org/10.1002/smr.1790;642-664;23;Volume 28, Number 8, August 2016;
2016;Anupama Kaushik,Devendra K. Tayal,Kalpana Yadav,Arvinder Kaur;Integrating firefly algorithm in artificial neural network models for accurate software cost predictions.;http://dx.doi.org/10.1002/smr.1792;665-688;24;Volume 28, Number 8, August 2016;
2016;Hisham M. Abushama;PAM-SMEs: process assessment method for small to medium enterprises.;http://dx.doi.org/10.1002/smr.1793;689-711;23;Volume 28, Number 8, August 2016;
2016;Dietmar Pfahl,Marco Kuhrmann,Reda Bendraou,Richard Turner 0001;ICSSP 2015-Special Issue Introduction.;http://dx.doi.org/10.1002/smr.1786;716-721;6;Volume 28, Number 9, September 2016;
2016;Jörg Holtmann,Ruslan Bernijazov,Matthias Meyer,David Schmelter,Christian Tschirner;Integrated and iterative systems engineering and software requirements engineering for technical systems.;http://dx.doi.org/10.1002/smr.1780;722-743;22;Volume 28, Number 9, September 2016;
2016;Christian R. Prause,Markus Bibus,Carsten Dietrich,Wolfgang Jobi;Software product assurance at the German space agency.;http://dx.doi.org/10.1002/smr.1779;744-761;18;Volume 28, Number 9, September 2016;
2016;Hanh Nhi Tran,Mojtaba Hajmoosaei,Christian Percebois,Agnès Front,Claudia Roncancio;Integrating run-time changes into system and software process enactment.;http://dx.doi.org/10.1002/smr.1783;762-782;21;Volume 28, Number 9, September 2016;
2016;Fabian Rojas Blum,Jocelyn Simmonds,María Cecilia Bastarrica;The ;http://dx.doi.org/10.1002/smr.1778;783-799;17;Volume 28, Number 9, September 2016;
2016;Marion Lepmets,Fergal McCaffery,Paul Clarke;Development and benefits of MDevSPICE®, the medical device software process assessment framework.;http://dx.doi.org/10.1002/smr.1781;800-816;17;Volume 28, Number 9, September 2016;
2016;Silvana Togneri MacMahon,Fergal McCaffery,Frank Keenan;The MedITNet assessment framework: development and validation of a framework for improving risk management of medical IT networks.;http://dx.doi.org/10.1002/smr.1782;817-834;18;Volume 28, Number 9, September 2016;
2016;Chanchal K. Roy,Andrew Begel,Leon Moonen;Guest editor's introduction to the Special Issue on Program Comprehension (ICPC 2014).;http://dx.doi.org/10.1002/smr.1836;838-839;2;Volume 28, Number 10, October 2016;
2016;Alexandre Perez,Rui Abreu;Framing program comprehension as fault localization.;http://dx.doi.org/10.1002/smr.1799;840-862;23;Volume 28, Number 10, October 2016;
2016;Eduardo Cunha Campos,Lucas Batista Leite de Souza,Marcelo de Almeida Maia;Searching crowd knowledge to recommend solutions for API usage tasks.;http://dx.doi.org/10.1002/smr.1800;863-892;30;Volume 28, Number 10, October 2016;
2016;David Binkley,Daniel Heinz,Dawn Lawrie,Justin Overfelt;Source code analysis with LDA.;http://dx.doi.org/10.1002/smr.1802;893-920;28;Volume 28, Number 10, October 2016;
2016;Shaowei Wang,David Lo;AmaLgam+: Composing Rich Information Sources for Accurate Bug Localization.;http://dx.doi.org/10.1002/smr.1801;921-942;22;Volume 28, Number 10, October 2016;
2016;Miklós Biró,Richard Messnarz,Ricardo Colomo Palacios;Results and lessons learned in System, Software & Service Process Improvement & Innovation.;http://dx.doi.org/10.1002/smr.1833;946-949;4;Volume 28, Number 11, November 2016;
2016;Suha Akman,Mert Özmut,Burak Aydin,Serhat Göktürk;Experience report: implementing requirement traceability throughout the software development life cycle.;http://dx.doi.org/10.1002/smr.1824;950-954;5;Volume 28, Number 11, November 2016;
2016;Jozef De Man;Objective-driven process appraisals: an educational experiment.;http://dx.doi.org/10.1002/smr.1825;955-959;5;Volume 28, Number 11, November 2016;
2016;Zádor Dániel Kelemen,Balázs Tódor,Sándor Hodosi,Ákos Somfai;Refactoring technical support to reduce interrupts of developers.;http://dx.doi.org/10.1002/smr.1822;960-968;9;Volume 28, Number 11, November 2016;
2016;Xabier Larrucea,Izaskun Santamaria,Ricardo Colomo Palacios;Assessing ISO/IEC29110 by means of ITMark: results from an experience factory.;http://dx.doi.org/10.1002/smr.1795;969-980;12;Volume 28, Number 11, November 2016;
2016;Antònia Mas Picahaco,Antoni Lluís Mesquida,Milos Jovanovic,Joan Barceló;Lessons learned from 4-year empowering project management with TALAIA OpenPPM.;http://dx.doi.org/10.1002/smr.1827;981-989;9;Volume 28, Number 11, November 2016;
2016;Annick Majchrowski,Christophe Ponsard,Sanae Saadaoui,Jacques Flamand,Jean-Christophe Deprez;Software development practices in small entities: an ISO29110-based survey.;http://dx.doi.org/10.1002/smr.1829;990-999;10;Volume 28, Number 11, November 2016;
2016;Alexander Poth;Effectivity and economical aspects for agile quality assurance in large enterprises.;http://dx.doi.org/10.1002/smr.1823;1000-1004;5;Volume 28, Number 11, November 2016;
2016;Peter Rust,Derek Flood,Fergal McCaffery;Creation of an IEC 62304 compliant software development plan.;http://dx.doi.org/10.1002/smr.1826;1005-1010;6;Volume 28, Number 11, November 2016;
2016;Rainer Dreves,Frank Hällmayer,Lutz Haunert,Bernhard Sechser,Armin Rieß;A method to realize traceability in development processes.;http://dx.doi.org/10.1002/smr.1828;1011-1019;9;Volume 28, Number 11, November 2016;
2016;Marouane Kessentini,Mel Ó Cinnéide;Introduction to the special issue on search-based software engineering (NasBASE 2015).;http://dx.doi.org/10.1002/smr.1837;1024;1;Volume 28, Number 12, December 2016;
2016;Muhammad Rezaul Karim,Günther Ruhe,Md. Mainur Rahman,Vahid Garousi,Thomas Zimmermann 0001;An empirical investigation of single-objective and multiobjective evolutionary algorithms for developer's assignment to bugs.;http://dx.doi.org/10.1002/smr.1777;1025-1060;36;Volume 28, Number 12, December 2016;
2016;Wenbin Li,Jane Huffman Hayes,Giulio Antoniol,Yann-Gaël Guéhéneuc,Bram Adams;Error leakage and wasted time: sensitivity and effort analysis of a requirements consistency checking process.;http://dx.doi.org/10.1002/smr.1819;1061-1080;20;Volume 28, Number 12, December 2016;
2016;Martin Fleck,Javier Troya,Manuel Wimmer;Search-based model transformations.;http://dx.doi.org/10.1002/smr.1804;1081-1117;37;Volume 28, Number 12, December 2016;
2015;C. L. Pacheco,I. A. Garcia,José Antonio Calvo-Manzano,Magdalena Arcilla;A proposed model for reuse of software requirements in requirements catalog.;http://dx.doi.org/10.1002/smr.1698;1-21;21;Volume 27, Number 1, January 2015;
2015;Gabriella Carrozza,Roberto Pietrantuono,Stefano Russo;Defect analysis in mission-critical software systems: a detailed investigation.;http://dx.doi.org/10.1002/smr.1699;22-49;28;Volume 27, Number 1, January 2015;
2015;Philipp Holtkamp,Ivan Lau,Jan Martin Pawlowski;How software development competences change in global settings - an explorative study.;http://dx.doi.org/10.1002/smr.1701;50-72;23;Volume 27, Number 1, January 2015;
2015;Jan Vlietland,Hans van Vliet;Information sharing for effective IT incident resolving in IT service provider networks: a financial service case study.;http://dx.doi.org/10.1002/smr.1697;73-94;22;Volume 27, Number 2, February 2015;
2015;Raed Shatnawi;Deriving metrics thresholds using log transformation.;http://dx.doi.org/10.1002/smr.1702;95-113;19;Volume 27, Number 2, February 2015;
2015;Marco Kuhrmann;Crafting a software process improvement approach - a retrospective systematization.;http://dx.doi.org/10.1002/smr.1703;114-145;32;Volume 27, Number 2, February 2015;
2015;J. Laurenz Eveleens,Peter Kampstra,Chris Verhoef;Quantifying fair payment after outsourcing - a case study.;http://dx.doi.org/10.1002/smr.1700;147-165;19;Volume 27, Number 3, March 2015;
2015;Eya Ben Charrada,Anne Koziolek,Martin Glinz;Supporting requirements update during software evolution.;http://dx.doi.org/10.1002/smr.1705;166-194;29;Volume 27, Number 3, March 2015;
2015;Xin Xia,David Lo,Xinyu Wang,Bo Zhou;Dual analysis for recommending developers to resolve bugs.;http://dx.doi.org/10.1002/smr.1706;195-220;26;Volume 27, Number 3, March 2015;
2015;Fuensanta Medina-Domínguez,Maria Isabel Sánchez Segura,Ana María Moreno,Daniel Santín;Collaborative tools: computer science students' skills versus software industry needs.;http://dx.doi.org/10.1002/smr.1708;221-235;15;Volume 27, Number 3, March 2015;
2015;Faisal Tehseen Shah,Shafay Shamail,Niaz Ahmad Akhtar;Lean quality improvement model for quality practices in software industry in Pakistan.;http://dx.doi.org/10.1002/smr.1709;237-254;18;Volume 27, Number 4, April 2015;
2015;David Binkley,Dawn J. Lawrie;The impact of vocabulary normalization.;http://dx.doi.org/10.1002/smr.1710;255-273;19;Volume 27, Number 4, April 2015;
2015;Anu Raninen,Helena Merikoski,Jarmo J. Ahonen,Sarah Beecham;Applying software process modeling to improve customer support processes.;http://dx.doi.org/10.1002/smr.1713;274-293;20;Volume 27, Number 4, April 2015;
2015;Davide Di Ruscio,Patrizio Pelliccione;A model-driven approach to detect faults in FOSS systems.;http://dx.doi.org/10.1002/smr.1716;294-318;25;Volume 27, Number 4, April 2015;
