2016;Iberia Medeiros,Nuno Ferreira Neves,Miguel P. Correia;DEKANT: a static analysis tool that learns to detect web application vulnerabilities.;http://doi.acm.org/10.1145/2931037.2931041;1-11;11;The Web;
2016;Sadeeq Jan,Duy Cu Nguyen,Lionel C. Briand;Automated and effective testing of web services for XML injection attacks.;http://doi.acm.org/10.1145/2931037.2931042;12-23;12;The Web;
2016;Xiaozhu Meng,Barton P. Miller;Binary code is not easy.;http://doi.acm.org/10.1145/2931037.2931047;24-35;12;Static Analysis;
2016;Robin David,Sebastien Bardin,Josselin Feist,Laurent Mounier,Marie-Laure Potet,Thanh Dinh Ta,Jean-Yves Marion;Specification of concretization and symbolization policies in symbolic execution.;http://doi.acm.org/10.1145/2931037.2931048;36-46;11;Static Analysis;
2016;Sudhir Samrit,Rupesh Nasre;EagerMerge: an optimistic technique for efficient points-to analysis.;http://doi.acm.org/10.1145/2931037.2931045;47-58;12;Static Analysis;
2016;Peng Liu 0010,Omer Tripp,Xiangyun Zhang;IPA: improving predictive analysis with pointer analysis.;http://doi.acm.org/10.1145/2931037.2931046;59-69;11;Static Analysis;
2016;Mohammad Amin Alipour,Alex Groce,Rahul Gopinath,Arpit Christi;Generating focused random tests using directed swarm testing.;http://doi.acm.org/10.1145/2931037.2931056;70-81;12;Test Generation;
2016;Markus Ermuth,Michael Pradel;Monkey see, monkey do: effective generation of GUI tests with inferred macro events.;http://doi.acm.org/10.1145/2931037.2931053;82-93;12;Test Generation;
2016;Ke Mao,Mark Harman,Yue Jia;Sapienz: multi-objective automated testing for Android applications.;http://doi.acm.org/10.1145/2931037.2931054;94-105;12;Test Generation;
2016;Hiroaki Yoshida,Susumu Tokumoto,Mukul R. Prasad,Indradeep Ghosh,Tadahiro Uehara;FSX: fine-grained incremental unit test generation for C/C++ programs.;http://doi.acm.org/10.1145/2931037.2931055;106-117;12;Test Generation;
2016;Valerio Terragni,Yepang Liu,Shing-Chi Cheung;CSNIPPEX: automated synthesis of compilable code snippets from Q&A sites.;http://doi.acm.org/10.1145/2931037.2931058;118-129;12;Testing Processes;
2016;Fabio Palomba,Annibale Panichella,Andy Zaidman,Rocco Oliveto,Andrea De Lucia;Automatic test case generation: what if test code quality matters?;http://doi.acm.org/10.1145/2931037.2931057;130-141;12;Testing Processes;
2016;Christoffer Quist Adamsen,Gianluca Mezzetti,Anders Moller;Analyzing test completeness for dynamic languages.;http://doi.acm.org/10.1145/2931037.2931059;142-153;12;Testing Processes;
2016;Jan Schroeder,Christian Berger 0001,Miroslaw Staron,Thomas Herpel,Alessia Knauss;Unveiling anomalies and their impact on software quality in model-based automotive software revisions with software metrics and domain experts.;http://doi.acm.org/10.1145/2931037.2931060;154-164;11;Testing Processes;
2016;Pavneet Singh Kochhar,Xin Xia,David Lo,Shanping Li;Practitioners' expectations on automated fault localization.;http://doi.acm.org/10.1145/2931037.2931051;165-176;12;Debugging and Repair;
2016;Tien-Duy B. Le,David Lo,Claire Le Goues,Lars Grunske;A learning-to-rank based fault localization approach using likely invariants.;http://doi.acm.org/10.1145/2931037.2931049;177-188;12;Debugging and Repair;
2016;Fang Yu,Ching-Yuan Shueh,Chun-Han Lin,Yu-Fang Chen,Bow-Yaw Wang,Tevfik Bultan;Optimal sanitization synthesis for web application vulnerability repair.;http://doi.acm.org/10.1145/2931037.2931050;189-200;12;Debugging and Repair;
2016;Weihang Wang,Yunhui Zheng,Peng Liu 0010,Lei Xu,Xiangyun Zhang,Patrick Th. Eugster;ARROW: automated repair of races on client-side web pages.;http://doi.acm.org/10.1145/2931037.2931052;201-212;12;Debugging and Repair;
2016;Alberto Goffi,Alessandra Gorla,Michael D. Ernst,Mauro Pezze;Automatic generation of oracles for exceptional behaviors.;http://doi.acm.org/10.1145/2931037.2931061;213-224;12;Oracles;
2016;Mikael Fagerstrom,Emre Emir Ismail,Grischa Liebel,Rohit Guliani,Fredrik Larsson,Karin Nordling,Eric Knauss,Patrizio Pelliccione;Verdict machinery: on the need to automatically make sense of test results.;http://doi.acm.org/10.1145/2931037.2931064;225-234;10;Oracles;
2016;Matthew Patrick,Andrew P. Craig,Nik J. Cunniffe,Matthew Parry,Christopher A. Gilligan;Testing stochastic software using pseudo-oracles.;http://doi.acm.org/10.1145/2931037.2931063;235-246;12;Oracles;
2016;Gunel Jahangirova,David Clark,Mark Harman,Paolo Tonella;Test oracle assessment and improvement.;http://doi.acm.org/10.1145/2931037.2931062;247-258;12;Oracles;
2016;David H. White 0001,Thomas Rupprecht,Gerald Luttgen;DSI: an evidence-based approach to identify dynamic data structures in C programs.;http://doi.acm.org/10.1145/2931037.2931071;259-269;11;Program Understanding;
2016;Mario Linares Vasquez,Boyang Li,Christopher Vendome,Denys Poshyvanyk;Documenting database usages and schema constraints in database-centric applications.;http://doi.acm.org/10.1145/2931037.2931072;270-281;12;Program Understanding;
2016;Carl Chapman,Kathryn T. Stolee;Exploring regular expression usage and context in Python.;http://doi.acm.org/10.1145/2931037.2931073;282-293;12;Program Understanding;
2016;Chengnian Sun,Vu Le,Qirun Zhang,Zhendong Su;Toward understanding compiler bugs in GCC and LLVM.;http://doi.acm.org/10.1145/2931037.2931074;294-305;12;Program Understanding;
2016;Guozhu Meng,Yinxing Xue,Zhengzi Xu,Yang Liu,Jie Zhang,Annamalai Narayanan;Semantic modelling of Android malware for effective malware comprehension, detection, and classification.;http://doi.acm.org/10.1145/2931037.2931043;306-317;12;Android;
2016;Li Li 0029,Tegawende F. Bissyande,Damien Octeau,Jacques Klein;DroidRA: taming reflection to support whole-program analysis of Android apps.;http://doi.acm.org/10.1145/2931037.2931044;318-329;12;Android;
